"companyid","yearmonth1","sentences","countvar1"
18511,"2011m11","There's no doubt that the last 6 months have presented an extremely difficult operating environment.",2322
18511,"2011m11","For financial markets, it's been appeared of considerable uncertainty and fears regarding the future of the Eurozone have severely damaged business confidence in many of our markets.",2322
18511,"2011m11","3i has not been immune to this turmoil, and as you'll see in more detail, as Julia takes you through the financials, our half year performance has been significantly affected by the macroeconomic environment, particularly the impact of falling stock markets on multiples.",2322
18511,"2011m11","We can take some comfort in the underlying performance of our investments.",2322
18511,"2011m11","On a value-weighted basis, our portfolio earnings have increased 8% in the 6 months, with our more valuable investments tending to be the better performers throughout the period.",2322
18511,"2011m11","However, as I've raised repeatedly through these presentations, our performance has continued to be impacted by the high prices paid and high leverage of assets invested in, in 2007 and 2008.",2322
18511,"2011m11","On the macroeconomic level, parallels can be drawn between what we're going through now and the first stage of the financial crisis in 2008.",2322
18511,"2011m11","However, from a 3i Group perspective, there's a marked contrast between then and now.",2322
18511,"2011m11","The steps we've taken to strengthen our balance sheet were a precaution against exactly the kind of market conditions we're seeing today.",2322
18511,"2011m11","We've also significantly reduced the leverage at the portfolio level.",2322
18511,"2011m11","As an example, the average debt multiple in our buyer portfolio now stands at 4.",2322
18511,"2011m11","4x, down from almost 6x, which gives greater headroom to cope with any temporary fluctuations in performance.",2322
18511,"2011m11","We've reduced net debt at the 3i Group level too.",2322
18511,"2011m11","From a peak of GBP 1.",2322
18511,"2011m11","9 billion  in 2009 to just over GBP 0.",2322
18511,"2011m11","5 billion  today.",2322
18511,"2011m11","Giving us a stronger position as we enter an increasingly uncertain period for realizations in refinancings.",2322
18511,"2011m11","The quality of our asset management and investment capabilities has also been strengthened as evidenced by the performance of recent new investments.",2322
18511,"2011m11","The teams are very focused on maintaining their investment discipline and managing the portfolio to maximize value.",2322
18511,"2011m11","Another area where we've changed 3i is the cost base.",2322
18511,"2011m11","By adjusting our operational and financial structure and maintaining a focus on our core competencies, we've reduced operating expenses by 1/3 over the past 3 years.",2322
18511,"2011m11","Last year, we announced the combination of our European growth and buyout teams to form a single European Private Equity team.",2322
18511,"2011m11","As we reach the end of the Eurofund V investment period, we are now further reshaping this combined business to reflect the current market condition and the likely new investment environment over the next few years.",2322
18511,"2011m11","In addition, we're integrating our U.",2322
18511,"2011m11","team to create a developed market private equity team.",2322
18511,"2011m11","This will allow operating efficiencies to be achieved, which in turn, enables a reduction of operating expenses by at least GBP 15 million a year from financial year 2012, '13.",2322
18511,"2011m11","These steps reflect the natural progression of our Private Equity business.",2322
18511,"2011m11","The team will be well-positioned to take advantage of attractive investment opportunities as they arise and will have the full support of the 3i balance sheet.",2322
18511,"2011m11","In Developing Markets Private Equity, we strengthened our China team with the appointment of Paul Hsu.",2322
18511,"2011m11","We've also received an allocation to invest in local currency from the Chinese government.",2322
18511,"2011m11","And in Brazil, we've established an advisory board to support the local team in São Paulo.",2322
18511,"2011m11","The changes in the Private Equity business also require some changes to the leadership team and a realignment of leadership roles.",2322
18511,"2011m11","As we've already announced, Simon Burrows has joined as Chief Investment Officer, while his predecessor, Ian Nolan, is leaving 3i.",2322
18511,"2011m11","Meno Antal and Alan Giddins will jointly lead our Develop Market Private Equity business, covering Europe and the U.",2322
18511,"2011m11",", and it is will take over responsibility for developing markets in addition to his current responsibility for the Growth Capital Fund.",2322
18511,"2011m11","Bob Stefanowski will step down from leadership team to focus on 2 of our larger portfolio companies.",2322
18511,"2011m11","In our Infrastructure and Debt Management business lines, performance has been robust, and we're pursuing a number of initiatives.",2322
18511,"2011m11","The European infrastructure assets have performed well, and during the period, 3i Infrastructure's consortium was announced as a preferred bidder on the U.",2322
18511,"2011m11","'s Telmslink rail project.",2322
18511,"2011m11","In India, we've launched the second Indian infrastructure fund, which we expect to complete during 2012.",2322
18511,"2011m11","In Debt Management, the CLO funds are performing ahead of our original business plan, generating good advisory and performance fees.",2322
18511,"2011m11","During this period, we've launched a new credit opportunities fund, initially funded by 3i, which will aim to take advantage of the dislocation that we see in credit markets.",2322
18511,"2011m11","I now want to turn towards our current priorities.",2322
18511,"2011m11","3i's first priority is to maximize the value of our existing investments by supporting them through current economic conditions so that they're well-positioned to take advantage of growth opportunities that will follow.",2322
18511,"2011m11","We're also focused on maintaining investment discipline across our business lines.",2322
18511,"2011m11","All the deals we do must be reviewed in the light of constantly changing economic conditions, and we need to ensure that we pay the right price at the right time.",2322
18511,"2011m11","It's also vitally important that we continue with the conservative balance sheet strategy we followed since 2009.",2322
18511,"2011m11","Doing so will give us greater security to all our stakeholders in this uncertain environment.",2322
18511,"2011m11","A key part of our strategy is to grow the business in a measured way.",2322
18511,"2011m11","Some good examples of this are the second Indian Infrastructure fund raising and the credit opportunities fund that I've already mentioned.",2322
18511,"2011m11","Together, these priorities feed into the delivery of our strategic model, and allow us to provide shareholders with more stable and consistent returns over the economic cycle.",2322
18511,"2011m11","Now having introduced our model for returns in May and completed our review of the European Private Equity business, the board has now decided the appropriate proportion of those returns that should take the form of dividend.",2322
18511,"2011m11","I'm pleased to announce that subject to shareholder approval, we're raising the full year dividend to 8.",2322
18511,"2011m11","1p per share, and this is an increase of 125% on the previous year in which we're declaring an interim dividend of 2.",2322
18511,"2011m11","From this higher base, we expect to grow the dividend progressively in line with the performance of the business and its balance sheet strength.",2322
18511,"2011m11","The board has also considered undertaking share buybacks.",2322
18511,"2011m11","And while accepting the principle of buybacks has concluded that such purchases are not appropriate at the current time, particularly given the extreme uncertainty in financial markets and low levels of business and consumer confidence.",2322
18511,"2011m11","And now before I pass to Julia, let me give you the key metrics for the period.",2322
18511,"2011m11","As I've said, our gross return has been primarily driven by market conditions, most notably the decline in multiples used for valuation purposes.",2322
18511,"2011m11","Although as a whole, our investments have displayed resilient underlying performance.",2322
18511,"2011m11","The general softening of market conditions has led to a negative gross investment return of 8.",2322
18511,"2011m11","At the cost and financing, this results in a negative total return of 15.",2322
18511,"2011m11","Despite the tough environment, we achieved a good level of realizations at GBP 532 million, although most of these were in the first half of this 6-month period.",2322
18511,"2011m11","Investment during this period was GBP 448 million.",2322
18511,"2011m11","Our gross debt currently stands at GBP 1.",2322
18511,"2011m11","7 billion and taking into account our cash balances, we have net debt of GBP 531 million.",2322
18511,"2011m11","Our liquidity, which includes cash and undrawn facilities, is GBP 1.",2322
18511,"2011m11","Julia will now take you through these numbers, along with the other financials in more detail.",2322
18511,"2011m11","The chart on Page 34 I think it was in Menno's part of the presentation, showed where the value had come from the exited investments.",2322
18511,"2011m11","I just wondered if you had the money multiple for those investments in the IRR? So we've announced the investment in ATANCO, which wasn't invested in the 30th of September so my pro forma net debt is about GBP 100 million better than we numbered 30th of September.",2322
18511,"2011m11","I think it's comparable to kind of the 10-year track record IRRs that you referred to that's in the back of that.",2322
18511,"2011m11","Let's start with the provisions.",2322
18511,"2011m11","I think the provisions are, they're not exceptional one way or the other.",2322
18511,"2011m11","It's about where we would expect to see.",2322
18511,"2011m11","Clearly, if we see a full meltdown of the Eurozone, that will put significant stress on all companies.",2322
18511,"2011m11","So under the environment, we would actually, we would expect to see provisions increasing.",2322
18511,"2011m11","Absent that and let's assume governments get their act together and we do see some form stabilization, I wouldn't, in the current environment expect to see a significant increase in the level of provisioning that we're seeing.",2322
18511,"2011m11","There will always be some provisioning, but I don't think it's going to be a dramatic increase on what we've got we got at the moment.",2322
18511,"2011m11","3i Infrastructure I think is a great performing business, it fundamentally does what it says on the tenet that provides very, very stable, secure return to the high yield component.",2322
18511,"2011m11","It's a key part of our infrastructure strategy.",2322
18511,"2011m11","What we've said in all of our business lines is we will have a mix of our own balance sheet capital and third-party capital.",2322
18511,"2011m11","And the way in which we do that in, say, Private Equity, is we raise funds with limited partners.",2322
18511,"2011m11","The way we do that in Infrastructure is we have a listed permanent capital vehicle that we hold a stake in.",2322
18511,"2011m11","So it's a fundamental part of our strategy.",2322
18511,"2011m11","So we have absolutely no intention of selling that stake or distributing it in.",2322
18511,"2011m11","Now the shareholder concerns that race that, we haven't had the opportunity to speak to them because they didn't raise it with us before going public and we were in a close period, so we haven't been able to go about and really understand what their thinking was.",2322
18511,"2011m11","But certainly, as part of this roadshow, we will be having that discussion.",2322
18511,"2011m11","But we got no intention of selling our stake.",2322
18511,"2011m11","Well, if there are no further questions, thank you very much for coming along today.",2322
18511,"2011m11","If you do think of any other questions during the course of the day, Julia and Menno and I will be very happy to answer them.",2322
18511,"2011m11","But thank you very much for coming.",2322
18511,"2011m11","And in terms of your cost question, fundamentally, we are a people business.",2322
18511,"2011m11","So if we're looking at 10% cost reduction next year, that really flows through a 10% headcount fall.",2322
18511,"2011m11","So most of the costs are there.",2322
18511,"2011m11","Why can we deliver that.",2322
18511,"2011m11","Well fundamentally, over time, the sheer volume of our portfolio has been solid.",2322
18511,"2011m11","It's a more concentrated portfolio and even 2 or 3 years ago, and that creates the opportunity for managing things in a slightly more efficient way.",2322
18511,"2011m11","We're continually looking at the way that we how our processes work, not just in terms of investment processes, but all our back office processes.",2322
18511,"2011m11","And we're able to the continually improve systems.",2322
18511,"2011m11","So it's a combination of things continually looking at all aspects of the business, in other words, doing to ourselves what we do see each of our portfolio companies in terms of driving efficiency of the business.",2322
18511,"2011m11","So if I pick up your question first of all on the use of forecast earnings, yes, you're right.",2322
18511,"2011m11","That is a big factor in resulting in a contraction for the period.",2322
18511,"2011m11","And as you said it's 23% of the companies are on a basis at this time.",2322
18511,"2011m11","There's actually quite a spread of companies, to the extent this trends there's a number of U.",2322
18511,"2011m11","companies that are in there.",2322
18511,"2011m11","So that's consistent with what we've talked about in the macro environment that we've seen.",2322
18511,"2011m11","If we hadn't included those forecast earnings, so if it was sort of consistent with the way that the companies are valued in quoted markets, then we would've seen an overall increase in the earnings about the portfolio between 3% and 4%.",2322
18511,"2011m11","So it is part of that conservatism that we built into our strategy.",2322
18511,"2011m11","I mean to the extent of what do you expect that to do over the next 6 months, it's quite difficult to predict.",2322
18511,"2011m11","I mean clearly when we're doing our valuations, we did those in September.",2322
18511,"2011m11","We were taking account of as much management information that we had at that time.",2322
18511,"2011m11","The march process will be have the benefits, including final accounts and the budgets for the following year so we will see where that ends up.",2322
18511,"2011m11","As Michael has said, we're operating in pretty tough economic conditions.",2322
18511,"2011m11","So I would expect to see the same at least a similar forecast to earnings.",2322
18511,"2011m11","From taking questions from you.",2322
18511,"2011m11","First, I wonder if you provide a bit more color on the 10% cost reduction that you've outlined for next year.",2322
18511,"2011m11","I think you sort of said that that's combining the U.",2322
18511,"2011m11","developed markets, the division of the European ones can you give any more color around headcount reductions, relocations, office closures that is behind that GBP 15 million figure.",2322
18511,"2011m11","Second, the proved disclosure on the divisional basis with the net portfolio return I was a little surprised to see that Debt Management and infrastructure are sort of breakeven on loss making  there.",2322
18511,"2011m11","You have a sort of get achieve that.",2322
18511,"2011m11","The sort of size and the proportion of third-party funding that you would like to the returns will improve we're strictly you could receive that and third question is on the provisions element to the unrealized losses still very low there not really tick up despite the as you're aiding economic environment.",2322
18511,"2011m11","Is your expectation that we will see that sort of increase a little bit over the next 6 months or so in that particular element? Thank you, Michael, and good morning, everyone.",2322
18511,"2011m11","As Michael has said, our returns for the 6 months of 30 September reflect the market conditions and appeared a considerable political, economic and financial uncertainty and volatility.",2322
18511,"2011m11","We are not immune to that seeing its effect in evaluation of our portfolio and our pension fund.",2322
18511,"2011m11","However, our balance sheet means that we are able to withstand these headwinds from a position of strength.",2322
18511,"2011m11","This slide shows you the key elements of our returns.",2322
18511,"2011m11","The gross portfolio return reflects our returns directed by our direct investments in our portfolio.",2322
18511,"2011m11","Net portfolio return reflects the financial impact of running our asset management business and finally, total return includes the financial effects of our balance sheet.",2322
18511,"2011m11","I will take you through each of these components in more detail in the next few slides, and as I do so, is a new disclosure regarding the performance of our business lines.",2322
18511,"2011m11","Having confirmed our model for returns in May, we're now reporting net portfolio return by business.",2322
18511,"2011m11","In addition, I'll also provide you some detail on our valuations in the period.",2322
18511,"2011m11","Our Private Equity business will always be the most significant component of our gross portfolio return as our business model assumes we'll allocate a much more significant proportion of our own capital to Private Equity than either Infrastructure or Debt Management.",2322
18511,"2011m11","The Private Equity returns include GBP 25 million of realized profits on gross proceeds of GBP 523 million, which would lower uplifts than normal.",2322
18511,"2011m11","However, this is due to the timing with the significant proportion of the value being reflected in uplifts of sale as of 31 March 2011.",2322
18511,"2011m11","The top 5 disposals were all at very good money multiples, ranging from 2.",2322
18511,"2011m11","The net GBP 414 million of unrealized write-downs reflect a deterioration in market multiples and some contraction in the earnings that we used on valuations.",2322
18511,"2011m11","And I'll come back to talk about this in more detail shortly.",2322
18511,"2011m11","The gross portfolio return in our Infrastructure business principally comprises the quoted movement and dividend income from our 35% stake in 3i Infrastructure Plc.",2322
18511,"2011m11",", offset by unrealized volume movements on investments in our Indian infrastructure fund.",2322
18511,"2011m11","Though our infrastructure share price has performed very well in the last 6 months, increasing by 3% to 121p at the 30th of September and offsetting some currency-led value declines in the Indian portfolio.",2322
18511,"2011m11","We increased our investments in Infrastructure Plc by GBP 33 million, exercising the warrants that we received when the company was first listed.",2322
18511,"2011m11","As expected, Debt Management has minimal effect at a gross portfolio return level, as we've invested only 1% of the capital at work in this business we'd expect us to grow unimportant as we invest in new funds such as the recently announced credit opportunities fund.",2322
18511,"2011m11","Turning then to the valuation of the portfolio, which gives rise to the GBP 441 million negative movements in the period, clearly, market conditions have deteriorated significantly and rapidly since I spoke to you in May.",2322
18511,"2011m11","And our portfolio is not immune to the effects of that, directly in terms of multiples, but also in some cases, in performance.",2322
18511,"2011m11","I'm going to comment on earnings and multiples in more detail shortly, so I'm just going to use this slide to talk about a couple of the other components.",2322
18511,"2011m11","Impairments of GBP 66 million relate to a number of asset and are a function of the earnings and multiple movements that I'm going to describe.",2322
18511,"2011m11","Provisions are low at GBP 43 million, the uplift to imminent sales relates to the disposal of MWM.",2322
18511,"2011m11","You may recall that we announced this disposal last year.",2322
18511,"2011m11","I'm pleased to say that we have received proceeds of GBP 197 million at the start of November.",2322
18511,"2011m11","Finally, the movements on the quoted portfolio, which now accounts to 15% of the total, relates to our residual holding in NORMA which is a business that IPO in April as well as our 3i Infrastructure Plc shares and the Downing Power.",2322
18511,"2011m11","As expected, stock market declines in the period flow-through to the multiples that we used to value the portfolio.",2322
18511,"2011m11","The overall fold was 8%.",2322
18511,"2011m11","On the face of it, this is lower than headline falls in say, the 4,100 13% however, it is in line with the movement in the underlying sectors and the geographies in which we have invested.",2322
18511,"2011m11","You can see here the portfolio diversification.",2322
18511,"2011m11","So for example, we have limited exposure in European financials, which had a significant impact on total market movements and our value exposure to consumer is much more heavily weighted to Asia.",2322
18511,"2011m11","The weighted average EBITDA multiple fell to 8.",2322
18511,"2011m11","8x at the 31st of March.",2322
18511,"2011m11","We talk about earnings growth in 2 ways.",2322
18511,"2011m11","Firstly, in explaining the movements and earnings that we use for valuation purposes; and secondly, for considering the performance of the portfolio as a whole.",2322
18511,"2011m11","Looking first at the earnings that we use for valuation purposes, which results in a negative GBP 52 million unrealized value movement, 64% of the portfolio is valued on an earnings basis, and we calculate the movement on those companies that were valued in this way at the start and at the end of the period.",2322
18511,"2011m11","Our valuation policy is to use the last 12 months management's accounts up to the preceding quarter, so in this case, to the 30th of June.",2322
18511,"2011m11","But if it is apparent that the current year forecast, in other words to the 31st of December, is showing reduced earnings, then we anticipate that decline and use those forecasts.",2322
18511,"2011m11","The number of companies in this position has increased in this period to 23% reflecting the market conditions.",2322
18511,"2011m11","And as a result, the earnings used for valuation purposes showed a contraction of 1%.",2322
18511,"2011m11","Looking at earnings as a whole, in aggregate, the earnings in our Private Equity portfolio grew by 1% in the 6 months, but the weighted average growth in earnings was 8%.",2322
18511,"2011m11","And it's in that context that we believe the portfolio performance has been solid despite the tough economic conditions.",2322
18511,"2011m11","And this slide shows you some new disclosure about earnings performance of the Private Equity portfolio, breaking down the last 12 months earnings performance by value and number of companies.",2322
18511,"2011m11","This slide then shows you the effects of those valuations on the total portfolio value.",2322
18511,"2011m11","We began the period with a portfolio of GBP 3.",2322
18511,"2011m11","9 billion investments of GBP 448 million was measured and Menno will talk in more detail about some of the new investments in Private Equity.",2322
18511,"2011m11","Taking account of unrealized losses, the investment and FX, the portfolio value at the end of the period was reduced to GBP 3.",2322
18511,"2011m11","For the first time we're providing a breakdown of our net portfolio return by business line.",2322
18511,"2011m11","As you will recall, we set our 50% targets for each of Private Equity, Infrastructure and Debt Management on our bridge over 5 years.",2322
18511,"2011m11","We believe providing this framework allows for a more detailed discussion about the drivers of performance, how we allocate our capital and how new strategic initiatives are assessed.",2322
18511,"2011m11","So taking each business in turn, Private Equities performance is driven by its gross portfolio return, but the cross cycle target is 20%.",2322
18511,"2011m11","We are a significant balance sheet investor here, 82% of our portfolio and 64% of the Private Equity assets under management.",2322
18511,"2011m11","And so, we expect there to be a dilution from gross to net returns.",2322
18511,"2011m11","Therefore, it appeared where market conditions have had a marked effect on the gross portfolio returns, the business will not achieve its 15% target.",2322
18511,"2011m11","Its return is a negative 11%.",2322
18511,"2011m11","Fee income in the period is in line with expectations and reflects these from Eurofund 4 and 5 as well as the Growth Capital Fund.",2322
18511,"2011m11","Net carry is a positive as it reflects the reversal of previous accruals following the reduction in portfolio valuing.",2322
18511,"2011m11","Over time, we expect net carry to be at cost as we carry on total investments but received carry only on the third party money that we manage.",2322
18511,"2011m11","The cost of GBP 74 million  include the new Brazil team and our flat year-on-year including this additional resource.",2322
18511,"2011m11","In Infrastructure, we have said we expect to be managing 75% third party money and 25% of our own capital.",2322
18511,"2011m11","As of the 30th of September, this ratio was 69:31, reflecting our additional investment of GBP 33 million in the period for 3i Infrastructure Plc.",2322
18511,"2011m11","As a result, we expect lower gross returns for this business to be enhanced by fees and carry more than covering costs.",2322
18511,"2011m11","We still expect this to be the case in the longer term.",2322
18511,"2011m11","Today, 3i capital represents only 1% of the assets under management in Debt Management, although our aim is to invest 10% capital in this business line.",2322
18511,"2011m11","Consequently, we expect fee income to be the most significant driver of this business.",2322
18511,"2011m11","Fees for the period are ahead of our expectations as performance has improved in the funds that we acquired at the end of last year.",2322
18511,"2011m11","Cost of the business include acquisition accounting adjustments of GBP 2 million.",2322
18511,"2011m11","So bringing together the performance of all our businesses into the group's returns, let me comment on a few aspects of total return.",2322
18511,"2011m11","Total operating expenses for the period were GBP 98 million, which include GBP 8 million relating to Brazil and the new Debt Management team.",2322
18511,"2011m11","Importantly, after taking account of fee income, our net expenses reduced from GBP 59 million to GBP 55 million as the fees in the Debt Management business more than covered additional costs.",2322
18511,"2011m11","Net interest payable reduced to GBP 52 million as we reduce gross debt following the maturity of the remainder of the convertible bond, other planned maturities and the repurchase of EUR 95 million of the June 2012 FRN.",2322
18511,"2011m11","The actuarial loss of GBP 49 million relates mainly to our U.",2322
18511,"2011m11","defined benefits team and reflects a combination of factors.",2322
18511,"2011m11","The market has again had an impact with the value of assets in the scheme and a discount rate used to value the liabilities both falling.",2322
18511,"2011m11","In addition, we have now agreed the latest triannual funding valuation with the scheme's trustees.",2322
18511,"2011m11","We have agreed some additional funding contributions.",2322
18511,"2011m11","GBP 60 million  of this was paid in September and a further amount which is expected to be about GBP 36 million will be paid in April 2012.",2322
18511,"2011m11","The accounting for this is not straightforward, but the actuarial loss reflects the affect of both payments.",2322
18511,"2011m11","We've also agreed a contingent asset arrangement with the trustees without any cash or strategic cost of the group, allowing flexibility to proceed with the derisking investment strategy for the fund.",2322
18511,"2011m11","NAV was 294p at the 30th of September, falling from 351p at the 31st of March, which 5p is attributable to the full in portfolio value, 5p to the actuarial loss of the pension and the remaining due to operating in interest cost.",2322
18511,"2011m11","We have continued to adopt a conservative balance sheet strategy throughout the period, reducing gross debt and managing our cash requirements carefully.",2322
18511,"2011m11","We hold high levels of liquidity to ensure that we can meet our fund commitments, the ongoing funding requirements of the portfolio, our debt maturities, and to take advantage of investment opportunities where appropriate.",2322
18511,"2011m11","This is particularly important in these economic conditions when our ability to refinance debt may be more constrained or more costly and realizations are more uncertain.",2322
18511,"2011m11","You can see from this slide that we finished the period of investment assets of GBP 3.",2322
18511,"2011m11","4 billion and gross debt of GBP 1.",2322
18511,"2011m11","Net debt was more or less unchanged at GBP 531 million and remains within the GBP 1 billion net debt limit that we've set ourselves.",2322
18511,"2011m11","Clearing has increased to 19% as a result of the fall in the portfolio value.",2322
18511,"2011m11","Liquidity remains strong at GBP 1.",2322
18511,"2011m11","7 billion and is made up of cash at GBP 1.",2322
18511,"2011m11","2 billion and undrawn committed facilities of GBP 0.",2322
18511,"2011m11","Our gross debt has fallen from GBP 2 billion to GBP 1.",2322
18511,"2011m11","7 billion as this debt has matured.",2322
18511,"2011m11","We have successfully continued in our strategy of extending term and reducing absolute maturities in any one year.",2322
18511,"2011m11","We note in June that we had refinanced our principal revolving credit facility, extending the maturities to June 2016, increasing the amount from GBP 300 million to GBP 450 million and significantly reducing the cost.",2322
18511,"2011m11","I'm pleased to confirm that we have now also extended the 2012 bilateral facility, also to 2016 and have reduced that amount from GBP 100 million to GBP 50 million.",2322
18511,"2011m11","Before handing over to Menno, I wanted to elaborate further on Michael's comments regarding the changes we've announced our distribution policy.",2322
18511,"2011m11","Subject of course to shareholder approval, we have today announced our intention to pay a dividend for the year of 8.",2322
18511,"2011m11","7p being declared as interim dividend today.",2322
18511,"2011m11","The cash cost of the dividend is GBP 77 million, which is about the level of cash cost before the rights issue in 2009.",2322
18511,"2011m11","A proportion of this dividend will be funded to capital profits that we've looked at the long-term average on realization levels and are comfortable and sustainable at this level.",2322
18511,"2011m11","As the asset management part of our business grows, we expect the dividend to be funded out of those revenue profits.",2322
18511,"2011m11","So to conclude.",2322
18511,"2011m11","Our returns for the 6 months and 30th of September reflect the market conditions and appear a considerable financial uncertainty and volatility.",2322
18511,"2011m11","We are not immune to that, seeing it's affecting the valuation of our portfolio and our pension fund.",2322
18511,"2011m11","In this market, the most important thing we can do is manage the business cautiously and conservatively, taking steps to increase our margin of safety wherever we can.",2322
18511,"2011m11","We have continued to do this throughout the period, meaning we were able to withstand the economic headwinds from a position of strength.",2322
18511,"2011m11","I'd now like to hand over to Menno.",2322
18511,"2011m11","We don't actually talk like that anymore because you can get the comparisons but in the discounts that we apply, they're in a range of 2.",2322
18511,"2011m11","5% to about 10%.",2322
18511,"2011m11","There are couple of outlines much more significant discount the 2.",2322
18511,"2011m11","5% discounts apply to companies that have case disposal.",2322
18511,"2011m11","Typically where we use 5% in the buyout portfolio and growth capital portfolio.",2322
18511,"2011m11","If I pick up the net portfolio return question, yes, you're right, there are different factors happening for both divisions.",2322
18511,"2011m11","If you look at debt management, I would say that absolutely in sort of not a startup phase, but we're in the early development of that that strategic initiative.",2322
18511,"2011m11","And the amount of capital that we have invested there is actually in the GBP 18 million at the moment.",2322
18511,"2011m11","So it's extremely sensitive to any changes in the numbers that we have there.",2322
18511,"2011m11","In the period that we've seen, the gross portfolio return for debt management was negative as we had some mark to market movements on the equity investment that we have their and given the low level of capital that we have at work, things like that GBP 2 million of acquisition accounting adjustments actually have quite a significant impact.",2322
18511,"2011m11","It would be very, very easy to actually produce a stellar return for debt management given the amount of capital we have at the moment so very much look at that in terms of early days of the development.",2322
18511,"2011m11","But the trajectory for us model that we expect to have is enhancement from our gross portfolio return to a net book value returned 15% return.",2322
18511,"2011m11","For infrastructure, there are 1 or 2 particular things that play in the 6-month period.",2322
18511,"2011m11","I mean overall the business is performing extremely well.",2322
18511,"2011m11","The gross portfolio return has got the quite impact on the Downing Power share that I talked about.",2322
18511,"2011m11","A little bit complicated to understand, but because we expect to manage more third-party money than our own money in contrast to Private Equity, if you have a negative gross portfolio return, there is a reversal in the carry accrual that actually ends up being a cause and you've got a knock on effect of that gross portfolio and impact.",2322
18511,"2011m11","Overall, we expect that the Infrastructure business, which has perform very well as you can see, reflected in the confidence of 3i Group Infrastructure Plc share price to absolutely deliver the 15% of our looking for.",2322
18511,"2011m11","In terms of where we're seeing particular trends, I mean there is some obvious macroeconomic trends that you can see.",2322
18511,"2011m11","So the Northern European companies have tended to outperform U.",2322
18511,"2011m11","and southern European.",2322
18511,"2011m11","Those companies, irrespective of the geography that have a high export component to what they do, particularly to Asia and South America, have outperformed typically domestic businesses.",2322
18511,"2011m11","So those, all of those obvious macro trends are evident.",2322
18511,"2011m11","In terms and your point about information, we certainly wouldn't want to deprive anybody of information we provided before.",2322
18511,"2011m11","And if you look in your pack, Pages 34 and 35, do give the vintage year performance of both the buyout and growth portfolio.",2322
18511,"2011m11","So hopefully, you will see there that, that information is there.",2322
18511,"2011m11","And you can see traffic trends in that.",2322
18511,"2011m11","What we are seeing in terms of growth and buyout assets, the growth at an operating level, there is no discernible trend between the 2 portfolios.",2322
18511,"2011m11","But clearly, given that the buyout assets tend to be more highly levered, whether seeing pressure on earnings, that will have a greater impact on value than it would do for an equivalent growth company which would be lowly levered.",2322
18511,"2011m11","Hi, this is Henry Freeman from liberal capital.",2322
18511,"2011m11","And interested in your standpoint on buybacks and also, the confidence in the current value of the portfolio.",2322
18511,"2011m11","Surely, the opportunities that you're seeing, the new investment opportunities you're seeing, must have quite a significant hurdle in excess of 30% if buybacks are still not seen as a better investment.",2322
18511,"2011m11","Just a couple of things.",2322
18511,"2011m11","Firstly, I wonder if you cannot a little bit more projects in your external fundraising programs I realize that now is a difficult about maybe where you're looking to raise external funds.",2322
18511,"2011m11","And secondly given what's happening in the Private Equity and service you're shaking your business to that.",2322
18511,"2011m11","What you think happens to the competitive dynamics over the next 2 or 3 years, and how does that play to what you've done? Henry Freeman from Liberum Capital again.",2322
18511,"2011m11","Just following on from your comments on 3i Infrastructure and the success of that business.",2322
18511,"2011m11","I understand that one of your investors has quite publicly called for a distribution of the holding.",2322
18511,"2011m11","Are you first of all considering this? Secondly, would you consider just a straightforward placing of that quite considerable stake in 3i infrastructure? And obviously, this is with regards to the significant discount of which 3i Group trades at while 3i Infrastructure actually trades pretty well to now.",2322
18511,"2011m11","The headline multiple I think was 8.",2322
18511,"2011m11","2 EBIT to EBITDA.",2322
18511,"2011m11","That's before discount.",2322
18511,"2011m11","What I wanted to say what it is they would is after discount? So probably don't have the exact numbers but they can and that's what you afterwards Thanks, Menno.",2322
18511,"2011m11","Before we move to Q&A, I want to conclude with some key messages.",2322
18511,"2011m11","Clearly, we continue to operate in a difficult economic environment, and while the steps that we've taken to strengthen the business are very evident, we're certainly not immune to market turmoil and volatility.",2322
18511,"2011m11","Concerns over excessive levels of sovereign debt taken on by many Western governments, combined with political turbulence and deleveraging pressures on the banking system, are likely to lead to increased risk and lower growth, particularly in Europe.",2322
18511,"2011m11","This means that now, more than ever, we need to manage the business with a greater margin of safety than we would do under more stable economic conditions.",2322
18511,"2011m11","Having said that, the actions we've taken have put us in a strong position to withstand this environment.",2322
18511,"2011m11","Our recent investments are performing well, which reflects our renewed focus on investment discipline and effective asset management.",2322
18511,"2011m11","We've also significantly delevered our investments, particularly in the more highly geared buyer portfolio to give them greater headroom in these uncertain times.",2322
18511,"2011m11","And we've reduced our own operating expenses by 1/3 over the past 3 years, it's actually 40%, if you include the Debt Management acquisition.",2322
18511,"2011m11","And in addition, we expect these to fall by about 1/3 at 10% next year as a result of the changes we have announced today.",2322
18511,"2011m11","Finally, the board has announced a significantly rebased dividend and progressive dividend distribution policy.",2322
18511,"2011m11","This is a sign of the confidence and the long-term delivery of our strategy and a recognition of the progress that we made to date.",2322
18511,"2011m11","Together, these actions have put us in good shape to face a tough market with confidence.",2322
18511,"2011m11","In respect of our portfolio companies, we will continue to provide support and challenge to ensure that they not only weather the economic conditions that they come out the other side in a stronger position, ready to seize the opportunities that our recovery will bring.",2322
18511,"2011m11","Today, we're looking forward to the next stage in our Private Equity businesses development.",2322
